time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,node_ids
0.0,0.5,74.0,24.412485122680664,0.0079517737030982,-79.78275157259006,40.45899571123051,271.0484463644028,0.0058142794296145,0.0020584175363183,-0.7483837008476257,0.663237452507019,-0.0036995234745958,-0.0071248836978487,0.0129810359979631,0.0010696171084418,0.0034421712625771,0.0036997282877564,0.0447812345484271,-0.1167775669042021,-9.80633321106434,14936.0
0.2,0.5,74.0,24.41749382019043,-0.0079517737030982,-79.78275167328697,40.45899579112477,271.03771895885467,0.0058152601122856,0.0020528272725641,-0.7483839392662048,0.6632372140884399,-0.0078006250816314,-0.0094929824476391,0.0111098603561719,0.0022694682702422,0.0019409764790907,-0.0068205720745027,0.0440272406581789,-0.1250032745674252,-9.807594455480578,14936.0
0.3,0.5,70.0,24.40998077392578,-0.0159035474061965,-79.78275168340848,40.45899579903461,271.03883058547973,0.0058152601122856,0.0020528272725641,-0.7483839392662048,0.6632372140884399,-0.0076117359850277,-0.0095721099306129,0.0109941451583429,0.0038396634627133,0.0013132004532963,0.00909682828933,0.0453778606792911,-0.125040696747601,-9.807279875278471,14936.0
0.5,0.6000000238418579,68.0,24.41999626159668,-0.0079517737030982,-79.78275174308527,40.45899586878552,271.02954740047454,0.0058188587427139,0.0020691379904747,-0.7483801245689392,0.6632413268089294,-0.0076018290630062,-0.0042682779178066,0.0128186101482242,0.0001251813810085,0.0065436605364084,0.0019191090250387,0.0437257390329614,-0.1176971786096692,-9.806205157041552,14936.0
0.6,0.6000000238418579,64.0,24.41749382019043,-0.0079517737030982,-79.78275174697713,40.45899587630082,271.03083509922027,0.0058045573532581,0.0020689647644758,-0.7483742833137512,0.6632480621337891,-0.0083576237013624,-0.0042237162407003,0.0127713741904156,-0.0005156660918146,-0.0017030452145263,0.0067735463380813,0.0444453759631142,-0.1262768255453557,-9.807748237252236,14936.0
0.8,0.6000000238418579,62.0,24.408727645874023,0.0079517737030982,-79.78275180068039,40.4589959399138,271.0201518011093,0.0058138058520853,0.0020559984259307,-0.7483761310577393,0.6632459759712219,-0.0082987537530513,-0.0013270939331939,0.0138835492722362,-0.0030062173027545,-0.0006103828782215,-0.0056737000122666,0.0455127577716484,-0.1089021714124828,-9.804546301960944,14936.0
0.9,0.6000000238418579,59.0,24.411231994628903,-0.0079517737030982,-79.78275180175255,40.458995955130646,271.0229311656952,0.0057829511351883,0.0020722502376884,-0.7483729124069214,0.6632498502731323,-0.0096487476117619,-0.001362053587245,0.0138653656374645,-0.0018879580311477,-0.0027958611026406,-0.0038593539502471,0.0437079232977703,-0.1165305585879832,-9.806127973794936,14936.0
1.1,0.6000000238418579,57.0,24.41498947143555,-0.0397588685154914,-79.78275190225992,40.458996024998605,271.01168627262115,0.0057944911532104,0.0020790677517652,-0.7483612895011902,0.6632628440856934,-0.0064993928303319,-0.0059783041492489,0.0114936686255069,0.0008917963132262,0.0004630522162187,0.0003877500130329,0.0447122419718652,-0.114118161862716,-9.806258366703988,14936.0
1.2,0.699999988079071,55.0,24.41373634338379,0.0079517737030982,-79.78275195419758,40.458996091616406,271.00162274360656,0.0057944301515817,0.0020715354476124,-0.7483677268028259,0.6632556319236755,-0.0063382766490697,-0.0047618320190294,0.0134084523862549,-0.0018867847975343,0.0021113161928951,-0.0042558996938169,0.0439401491219177,-0.1086909772921353,-9.805028697252274,14936.0
1.4,0.699999988079071,55.0,24.411231994628903,-0.0159035474061965,-79.78275196372795,40.45899610411077,271.004308052063,0.0058086714707314,0.0020637651905417,-0.7483676075935364,0.6632555723190308,-0.0077640530418039,-0.0047840809939018,0.0133637333425959,-0.0058363480493426,0.0010088287526741,4.128848377149552e-05,0.0462007238063961,-0.1259060207102448,-9.808280918598175,14936.0
