time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,node_ids
0.0,1.5,4.0,24.55021095275879,0.0159035474061965,-79.78276927102341,40.45898390878595,269.08016185617447,0.0251918956637382,0.0153952771797776,-0.6827127933502197,0.7300902009010315,0.0243031459008758,-0.0144862798564663,0.0049890834230291,-0.0027918214909732,-0.0001176534497062,0.0020884920377284,0.1457553626876324,-0.5642222138866783,-9.79555737733841,14934.0
0.2,1.399999976158142,6.0,24.543949127197266,-0.0238553211092948,-79.78276924481793,40.45898385327389,269.0801038608551,0.0251758825033903,0.0154001023620367,-0.6827130913734436,0.7300903797149658,0.019265532190252,-0.0102868220029994,0.0038804244541615,0.0004803279589395,-0.0008659423911012,0.001328308135271,0.1453078405559063,-0.5512946413457394,-9.794197314977646,14934.0
0.3,1.399999976158142,8.0,24.552715301513672,0.0079517737030982,-79.78276925595434,40.45898383508764,269.0803766117096,0.0251758825033903,0.0154001023620367,-0.6827130913734436,0.7300903797149658,0.0193592341430189,-0.0110926056759761,0.004150076680748,-0.0005051344633102,0.0011583269806578,-0.0038631435018032,0.1451643096841871,-0.5520227658748627,-9.79409615814686,14934.0
0.5,1.399999976158142,4.0,24.551462173461918,0.0079517737030982,-79.78276926771161,40.45898381676128,269.08067326402664,0.025175018236041,0.0154035333544015,-0.6827146410942078,0.7300888895988464,0.0192975484193141,-0.0118145373481949,0.0043495364404481,-0.0027332198806107,-0.0009661905933171,0.0009995920117944,0.1465628540329635,-0.5639732686802745,-9.795708820223808,14934.0
0.6,1.399999976158142,4.0,24.552715301513672,0.0159035474061965,-79.78276927033629,40.45898378657126,269.0811340675354,0.0251502599567174,0.0154123315587639,-0.6826985478401184,0.7301045656204224,0.012301132040609,-0.0125032927481838,0.003334799825742,0.0007725481991656,-0.0019990149885416,0.0005068174796178,0.146359297838062,-0.5650295316427947,-9.795826349258425,14934.0
0.8,1.2999999523162842,6.0,24.5539665222168,0.0238553211092948,-79.78276925525866,40.458983734018936,269.0818346605301,0.0251315888017416,0.01546326931566,-0.6826707124710083,0.7301301360130309,0.0121288971380524,-0.0103525928341866,0.0031920407253102,0.0005735769518651,0.0005616375128738,0.0003182039945386,0.1438048868626356,-0.5517952360957861,-9.794102005362513,14934.0
0.91,1.2000000476837158,9.0,24.55521774291992,0.0079517737030982,-79.78276926644111,40.45898372250471,269.0820824370384,0.0251306910067796,0.0154685750603675,-0.6826825141906738,0.7301190495491028,0.0118482817693015,-0.0107032865500899,0.0035042083270666,-0.0009171934798359,0.0009718723595142,-1.134844023908954e-05,0.1458278224803507,-0.5497651559114456,-9.793669896125794,14934.0
1.1,1.0,11.0,24.552715301513672,0.0159035474061965,-79.78276922175556,40.4589836511,269.0831721291542,0.0251372791826725,0.0154863782227039,-0.6826881170272827,0.73011314868927,0.0150592094298924,-0.0054029614705297,0.003381859145921,-0.0038461033254861,-0.0037907867226749,-0.0043394155800342,0.1487044698558748,-0.5657472773641348,-9.79499019742012,14934.0
1.2,0.8999999761581421,10.0,24.55521774291992,0.0079517737030982,-79.78276918877741,40.45898359295883,269.084557639122,0.0251347552984952,0.0155009562149643,-0.6826815605163574,0.7301191687583923,0.0179472147489636,-0.0043954982945862,0.0031031820264695,0.0011538247345015,0.0017317185411229,0.004032009281218,0.1469877547491342,-0.5662218520045281,-9.796273076534272,14934.0
1.3,0.8000000119209291,7.0,24.55521774291992,0.0238553211092948,-79.78276919280594,40.45898357671836,269.08478103733063,0.0251379739493131,0.0155070107430219,-0.6826872825622559,0.7301135063171387,0.0171883034966278,-0.0048463262872163,0.00351632922969,-0.0032385024242103,-0.0007237536483444,-0.0060443533584475,0.143815731620416,-0.5507329797372222,-9.794320106506348,14934.0
1.5,0.8000000119209291,3.0,24.552715301513672,0.0079517737030982,-79.78276915640411,40.45898350505654,269.08835344171524,0.0251293946057558,0.0155147677287459,-0.6826801896095276,0.7301203012466431,0.0182916751199625,-0.0023248571376626,0.005767209005395,-0.0052134431898593,-0.0002161979937227,-0.0062983692623674,0.1454698449745774,-0.5538906954601407,-9.793012084364891,14934.0
1.7,0.699999988079071,359.0,24.551462173461918,0.0079517737030982,-79.7827691310138,40.458983451409736,269.09299050426483,0.0251220576465129,0.0155138112604618,-0.6826823353767395,0.7301185727119446,0.0155515326373298,-0.0021232832270319,0.0081950810613026,-0.0021285880357027,-0.0036841197870671,-0.0052049686200916,0.1478627540264278,-0.5640420100092888,-9.795281388759612,14934.0
1.81,0.699999988079071,357.0,24.545202255249023,0.0,-79.78276913266205,40.4589834363582,269.09372078037256,0.0251220576465129,0.0155138112604618,-0.6826823353767395,0.7301185727119446,0.0166587676386893,-0.002664611413508,0.0083406516253089,0.0032420251518487,0.0005815299227833,0.0033451532945036,0.1477180080302059,-0.5609348361566663,-9.79587955892086,14934.0
2.0,0.6000000238418579,358.0,24.55021095275879,0.0079517737030982,-79.78276913458066,40.45898342110646,269.0944716796875,0.0251216776669025,0.0155154513195157,-0.6826843619346619,0.730116605758667,0.0158740308490836,-0.0029530235436423,0.0086659845831754,-0.0031525949016213,-0.0033714377786964,0.0011091276537626,0.1452339463680982,-0.5583066954463721,-9.795296006798743,14934.0
